MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,Delta_MFCC_0,Delta_MFCC_1,Delta_MFCC_2,Delta_MFCC_3,Delta_MFCC_4,Delta_MFCC_5,Delta_MFCC_6,Delta_MFCC_7,Delta_MFCC_8,Delta_MFCC_9,Delta_MFCC_10,Delta_MFCC_11,Delta_MFCC_12,Delta2_MFCC_0,Delta2_MFCC_1,Delta2_MFCC_2,Delta2_MFCC_3,Delta2_MFCC_4,Delta2_MFCC_5,Delta2_MFCC_6,Delta2_MFCC_7,Delta2_MFCC_8,Delta2_MFCC_9,Delta2_MFCC_10,Delta2_MFCC_11,Delta2_MFCC_12,audio_file_name,outcome
-428.59302,84.34224,53.235783,43.597378,37.071606,32.43672,27.819605,23.715658,20.149986,17.032824,14.04831,11.38686,9.1028805,0.031474374,0.022771636,0.010347519,0.0022715519,0.0010922817,0.002552021,-0.0005631352,-0.0029818008,-0.0026513978,-0.0023242438,-0.0030501636,-0.0038083235,-0.0037502162,-0.07567314,-0.04223953,-0.00010573864,0.0056575327,0.0031479972,-0.0012909144,0.0021264965,0.005070061,0.0038329605,0.001423806,0.0016212274,0.0026649204,0.0015611817,14998_PV.wav,0
-450.73663,66.54872,44.842747,38.33392,33.73298,30.221731,26.717707,23.59753,20.837715,18.330013,15.821821,13.434209,11.274725,-0.016990893,-0.01418972,-0.001787159,0.001093489,0.002061759,0.0016492687,0.0005702547,0.0003992456,0.00028756357,0.00035621898,0.00045320322,0.00033109635,0.0005455616,-0.032830216,-0.023329288,-0.0061443024,-0.004877728,-0.0024187414,-0.002022206,-0.0015010609,-0.0014678893,-0.00096716144,-0.000601212,-0.00022116798,5.3992448e-05,0.00026848938,14998_TV.wav,0
-412.61118,107.92466,53.191833,41.050003,36.005764,31.979792,27.693739,24.004583,21.06756,18.51176,15.838321,13.348512,11.229456,0.008790274,0.02377223,-0.0031201253,-0.008360536,-0.00034236675,-8.438275e-05,-0.0022507047,-0.0033012342,-0.000486295,0.0015151371,-0.0003145336,-0.0007381781,0.0013110393,-0.03162166,-0.0037176986,-0.0033085018,-0.008875839,-0.0012343738,-0.0018499607,-0.0038275206,-0.0051307166,-0.0033710583,-0.0026682413,-0.0044824835,-0.004987408,-0.0037238002,23625_AV.wav,0
-444.57724,87.69953,53.579735,41.176437,35.71105,32.051666,27.81366,24.013166,21.2784,18.902735,16.121195,13.458452,11.37618,0.05707327,0.03769335,-0.0026938345,-0.00616712,-0.00060875295,0.00046744605,-0.003455088,-0.005735144,-0.0042250818,-0.0034869597,-0.004820019,-0.004960053,-0.0032865333,-0.022900442,-0.010483993,-0.0018710643,-0.0005921875,0.00045192224,-0.000671934,0.00028182036,0.0027750072,0.003128279,0.0012641335,0.00056394766,0.0011368896,0.00054803514,23625_MV.wav,0
-467.48346,74.80748,50.636368,41.41887,36.504604,32.434254,28.472101,24.860235,21.707546,18.850142,16.02444,13.373915,11.015803,0.0016662339,0.00092800613,0.0044175913,-0.0033342538,-0.0028858157,-0.00030294625,-0.0025914456,-0.0043410375,-0.0035642968,-0.0028571312,-0.0036691644,-0.004009747,-0.002602247,-0.02551906,-0.01174515,0.0013282065,0.0023695924,0.00090343755,0.00015121217,0.0016463451,0.0023569055,0.0022657115,0.0016939797,0.00182223,0.0019525635,0.0009994229,23625_PV.wav,0
-439.42618,91.888504,52.9203,40.397484,35.10231,31.548603,27.457554,23.860332,21.26032,19.038391,16.40709,13.86817,11.833588,0.09052657,0.05182491,-0.005789781,-0.00658222,-0.0009907361,0.0011929728,-0.002015055,-0.0018611883,0.002085455,0.003205719,0.0017593345,0.0021352991,0.0038787764,-0.02056744,-0.0017618773,-0.009663706,-0.014347553,-0.007121155,-0.0044861916,-0.0064092027,-0.0058194916,-0.0024524757,-0.0013507582,-0.0020608397,-0.0016647233,-9.0568894e-05,23625_TV.wav,0
-465.65576,72.28883,52.254738,41.413033,36.055332,32.042305,28.360785,25.11912,22.141483,19.387003,16.80803,14.362564,12.060377,0.12738745,0.07606475,-0.009577868,-0.013295208,-0.004800678,-3.2779946e-05,-0.006080908,-0.00950383,-0.0056825383,-0.0035161707,-0.005241552,-0.005564464,-0.0028041739,-0.0827422,-0.031565182,0.0038349046,0.0029079374,0.0048644366,0.0019941446,0.0029729656,0.0060986793,0.0077963197,0.005244172,0.003126204,0.0025080915,0.0010022068,24160_AV.wav,0
-460.977,78.401436,53.430294,43.890438,38.114212,33.616226,29.508043,25.704123,22.2537,19.088343,16.04152,13.221768,10.679098,0.043256894,0.018716961,-0.011488231,0.0007773627,0.0017102676,3.3581862e-05,-0.00096841267,0.0013537889,0.002077077,0.00039263698,-0.0010507657,-0.00039312444,0.0005451559,0.01914479,0.010593925,-0.00817156,-0.0034906382,-0.0021545226,-0.0008167134,-0.0030008429,-0.003432009,-0.0023038907,-0.0021421004,-0.0025640843,-0.0022979972,-0.0017669379,24160_MV.wav,0
-457.77286,78.737526,52.569645,41.65545,35.926308,31.96887,28.354958,25.124851,22.325657,19.777914,17.262966,14.866991,12.598058,0.18607156,0.097449936,-0.008572214,-0.022146696,-0.015027171,-0.0075627896,-0.01541254,-0.021772785,-0.017073125,-0.010099446,-0.011647103,-0.013785059,-0.009069142,-0.04735497,-0.01595835,0.004131585,0.0009292658,-0.00011541373,-0.00069644675,0.0008272188,0.0030862975,0.0037467983,0.0020641154,0.0011764312,0.0014901925,0.0014060544,24160_PV.wav,0
-468.64246,70.15423,50.652893,41.824432,36.477356,32.340252,28.69919,25.41004,22.44411,19.739876,17.127129,14.628226,12.271288,-0.09278964,-0.03320163,-0.01166196,-0.008376135,0.003870912,0.0028530026,0.0005444677,0.0026590114,0.0056137694,0.005235796,0.0035251302,0.0037653728,0.0055377088,0.05730958,0.033173066,-0.00092163874,0.0002608323,0.007072182,0.002253627,-0.0031298962,-0.0021986212,-0.0007831654,-0.0016588252,-0.0045001404,-0.0062711546,-0.0051895655,24160_TV.wav,0
-473.80548,64.38314,48.414158,40.00768,34.96504,30.816755,26.905193,23.499315,20.562592,17.871471,15.272067,12.844761,10.678426,0.26628426,0.15688536,-0.023488926,-0.040147666,-0.009267699,0.0019823445,-0.017045954,-0.021263491,-0.0067120236,-0.00076920417,-0.009327353,-0.016732028,-0.013395206,-0.109815255,-0.04678601,-0.0131014995,-0.014009701,0.000976073,0.0023317984,-0.0030806703,-0.004184736,-0.0061503714,-0.013122946,-0.013417144,-0.006489904,-0.0036518103,2530_AV.wav,0
-495.85803,61.924316,47.950966,41.540062,37.008785,32.981995,29.252071,25.838182,22.610392,19.552755,16.62423,13.851273,11.238216,0.037133057,0.023730455,-0.00525495,-0.006581188,-0.0032552811,-0.003409131,-0.004869664,-0.004816806,-0.0024207134,-0.0012774352,-0.0013432323,-0.0010668921,-0.00012217673,-0.0302771,-0.0098371,0.0024466189,0.0038105461,0.004701441,0.0017565631,0.0015318668,0.003751513,0.0031379529,3.800878e-05,-0.00068052084,0.00049570634,0.00051456084,2530_MV.wav,0
-453.08176,81.578964,50.164177,37.284863,32.00276,28.889097,25.79097,23.106754,20.933249,19.078396,17.259869,15.486608,13.824568,0.05886948,0.04600583,-0.0046127043,-0.007882589,0.0044668852,0.00199518,-0.00567943,-0.0074136774,-0.00436318,-0.0039400226,-0.0066724,-0.0077311588,-0.00455758,-0.1071574,-0.03233729,0.00072769943,-0.00856501,0.0014838766,-0.0014695433,-0.0008485469,0.0038933542,0.0050432375,0.003018689,0.0030763585,0.0031205637,0.0015110885,2530_PV.wav,0
-475.50433,63.055294,46.1045,38.67143,34.150642,30.652824,27.477638,24.657398,22.10046,19.734907,17.4574,15.2938385,13.241865,0.149874,0.06934061,-0.008562056,-0.016112817,-0.010296098,-0.0015000929,-0.01019916,-0.018232694,-0.015410446,-0.011771781,-0.013850378,-0.014060036,-0.009011649,-0.010133698,-0.0019548878,-0.0037506481,-0.0021746366,-0.0021700037,-0.002599533,-0.0028531714,-0.0019403999,-0.000836228,-2.7181224e-05,-0.00082576845,-0.0016617868,-0.0013495284,2530_TV.wav,0
-426.02682,95.77688,55.029495,41.752003,36.27339,32.25171,28.135504,24.455471,21.355785,18.642542,15.923469,13.381366,11.177026,0.09732827,0.059375186,-0.0008440007,-0.009402994,-0.006163035,-0.0014830676,-0.0048401565,-0.0074987807,-0.005404398,-0.003072351,-0.0048022745,-0.0062134047,-0.0036313513,-0.0066568237,-0.0067087887,1.7752678e-05,0.004781221,0.0009783312,-0.00036516835,0.0009308044,0.0019171848,0.0013712364,0.0008458987,0.001292525,0.0015312766,0.0006597488,29045_AV.wav,0
-449.66754,94.18937,54.925465,42.398796,36.75943,32.599453,28.405884,24.73956,21.55433,18.71472,15.98141,13.382058,11.031853,0.10345293,0.054019786,-0.00827008,-0.009172466,-0.001459195,-0.0015873726,-0.005639142,-0.009010209,-0.005660683,-0.002398871,-0.0026211499,-0.0025726978,-0.001149761,-0.03962923,-0.020131532,-0.0076895487,0.0016385752,0.0026494816,-0.0020142875,0.0016527278,0.0047844825,0.0044990364,0.0014227125,0.00031964152,0.0013185379,0.0010438786,29045_MV.wav,0
-439.1888,85.525154,52.065872,41.558456,35.74439,31.846422,27.508678,23.746819,20.83979,18.312494,15.494601,12.827668,10.694787,0.040848758,0.034625076,-0.0033437018,-0.0067976485,0.0017000218,0.0014739507,-0.0011079449,-0.002676189,-0.0011381034,0.00021523636,-0.0012106769,-0.0016742793,-0.00038408267,0.0035461122,-0.0044578346,-0.01105439,-0.006548219,-0.0022830549,-0.0034284443,-0.0024871908,-5.4919357e-05,0.00035132156,-0.00010583786,0.000105666106,0.001384552,0.0015809321,29045_PV.wav,0
-442.30905,79.28128,50.035526,41.05041,35.499172,31.499157,27.58303,24.114246,21.171043,18.544607,15.909651,13.454705,11.29474,0.042319678,0.025805268,-0.015399908,-0.012027149,-0.0053950576,-0.004840431,-0.005013527,-0.002753844,-0.00039910726,0.0011611959,0.0027185855,0.004296706,0.0058268663,0.023003511,0.01685953,-0.0033052024,-0.0054248944,0.0007546847,0.00043881865,-0.0018458887,-0.0018752306,-0.0014116197,-0.001262599,-0.0023294126,-0.002893542,-0.001887668,29045_TV.wav,0
-403.68488,106.62737,58.945705,45.500233,38.88282,33.82526,28.294096,23.455212,19.582691,16.313839,13.000046,10.05884,7.7979703,-0.008214683,-0.036672734,-0.031589143,-0.008723868,-0.003384449,-0.005880894,-0.0020278238,0.004546714,0.005173535,0.0005250762,-0.0008905903,0.00066702376,-0.00063671527,0.0940341,0.054636844,-0.009370468,-0.0059198057,0.0028651361,0.0050303363,-0.004290545,-0.00860762,-0.0050772172,-0.0043625385,-0.008398059,-0.007940021,-0.0010713247,29378_AV.wav,0
-425.8643,93.03131,56.425915,43.666805,36.876877,31.991415,26.860382,22.43033,19.238907,16.798096,14.307052,12.025039,10.2504015,0.06724431,0.024696786,-0.017500503,-0.0046528326,-0.0038257563,-0.008527049,-0.008670999,-0.0041381633,-0.0035947596,-0.005197667,-0.004368939,-0.000896279,0.000827948,0.073802106,0.040210117,-0.0168849,-0.017214185,-0.0049182707,0.0003678277,-0.0059290375,-0.008499968,-0.003589743,-0.00044124143,-0.0036595918,-0.0058204797,-0.002758902,29378_MV.wav,0
-467.39282,69.85502,49.21198,40.77264,35.713856,31.838354,28.434221,25.34367,22.575434,20.031935,17.571672,15.2476015,13.028384,-0.12721282,-0.051196933,-0.010645968,-0.0060831476,0.00045757229,0.0008927573,0.004063517,0.008100746,0.010234871,0.011802761,0.014593652,0.014633111,0.010117884,-0.038040623,-0.015327368,0.015059084,0.0009808198,-0.0009306585,-0.0021447479,-0.0032400796,-0.0060237106,-0.007226867,-0.007922614,-0.009691024,-0.010795006,-0.007703952,31737_AV.wav,0
-480.99908,69.33043,51.697903,42.156002,37.081577,32.867626,28.840338,25.04948,21.543232,18.291286,15.250882,12.456968,9.922116,0.06929998,0.02351385,-0.014974489,-0.010529749,-0.0065866937,-0.003943338,-0.008153651,-0.008699268,-0.005340635,-0.0043378957,-0.006771396,-0.0074997167,-0.0044243713,-0.017190801,-0.01943691,-0.012945141,-0.004118422,-0.0019898107,-0.004048691,-0.003266956,-0.0009242055,-0.000837497,-0.0008728466,-0.00068567216,-0.00048422592,-0.0018695288,31737_MV.wav,0
-440.98965,84.32431,52.034035,41.53193,36.08472,32.25587,27.832306,23.82522,20.895979,18.366255,15.431477,12.6428385,10.519254,-0.06124778,-0.03030754,0.005029496,-0.0040427158,-0.002989545,0.0026198137,-0.00049201795,-0.0013687589,0.0015696359,0.0036099527,0.0031084635,0.001724948,0.0020757655,-0.016241262,-0.0103776455,-0.0038987307,-0.0041647214,-0.00041269604,0.00032043012,-0.00025800703,-0.0010886882,0.0001532133,0.0004829385,-0.00059696066,-0.0007757154,-0.00041925994,31737_PV.wav,0
-467.81116,82.178246,53.558414,42.993664,37.22625,32.99946,28.677494,24.862122,21.647419,18.782238,15.88181,13.161027,10.823717,0.097716056,0.047623128,0.0091714,0.005692084,0.0059321355,0.00419353,-0.00067374355,-0.0015235618,-0.0006515112,-0.002370263,-0.004951707,-0.004776292,-0.003751284,-0.086596005,-0.02103895,-0.0024274325,-0.006206837,0.0007639322,0.00049063563,-0.0016789815,-0.00020027635,0.0027463164,0.0024395802,0.0015971316,0.0023788034,0.0028577654,31737_TV.wav,0
-454.2432,80.1692,54.6077,43.229614,37.268074,33.046562,29.17149,25.643173,22.558249,19.77748,17.05035,14.442616,12.036462,0.19054118,0.105345644,-0.01757075,-0.024747489,-0.011046933,-0.008631975,-0.01871518,-0.022499507,-0.01597544,-0.010051329,-0.011393988,-0.012436357,-0.007928458,-0.09746704,-0.043341596,-0.011243551,-0.0065861116,0.0013614438,-0.0029283839,-0.00047977956,0.0052981563,0.0059652887,0.0029095914,0.0026848866,0.0035765904,0.0028513959,33151_AV.wav,0
-479.1428,64.35311,47.099438,40.26385,35.637352,31.939009,28.42704,25.231157,22.235994,19.432611,16.760887,14.239141,11.868444,0.118267536,0.06474855,-0.0021984994,-0.01586159,-0.010212899,-0.0057195835,-0.009877086,-0.0105740195,-0.00790719,-0.006904112,-0.008050365,-0.006628868,-0.0022245822,-0.042749852,-0.013674947,-0.0014249055,0.00076199323,0.007796072,0.0060880603,0.0017548852,0.0022260183,0.0043019094,0.0033294663,0.0021626013,0.0011994004,-0.0004749646,33151_MV.wav,0
-458.22827,77.24057,52.35198,42.53262,36.58529,32.407948,28.67464,25.280943,22.196222,19.404884,16.724022,14.196507,11.838622,0.07152294,0.040239766,0.0032605669,-0.003764231,-0.000100804915,0.00043320344,-0.0036775388,-0.0061647026,-0.0050161537,-0.0034691368,-0.0055547217,-0.0059686042,-0.0031050465,-0.02324858,-0.011432654,-0.0004035095,0.005054976,0.005103709,0.0045598825,0.0048514386,0.005061616,0.0047761523,0.003287189,0.0031473779,0.0027101762,0.00087049353,33151_PV.wav,0
-456.03818,72.253365,46.30132,37.984222,33.709183,30.298279,27.107029,24.275728,21.773663,19.52136,17.318218,15.20924,13.206708,0.023385406,0.032094978,0.00866264,-0.010533204,-0.0013944894,-0.00027955507,-0.0063652094,-0.009025362,-0.0067703687,-0.005242365,-0.006450783,-0.0067497706,-0.003790362,-0.024015823,-0.0273896,-0.011330761,0.0008479917,-0.0006120683,-0.0029147794,-0.0014322593,0.0025280642,0.0025569892,0.0003868901,0.00021059862,-0.00012998447,-0.0023398425,33151_TV.wav,0
-398.11905,104.474495,50.34859,38.780067,34.205276,30.474356,26.809387,23.87664,21.28895,19.025272,16.843742,14.773261,12.828039,0.10003358,0.025265157,-0.005620874,-0.005142198,-0.0049806694,-0.0044226083,-0.006994391,-0.007826671,-0.0068411985,-0.0048843795,-0.00494741,-0.0045714118,-0.0022428574,-0.041786548,-0.0153142065,0.0011864856,-0.00073085417,0.0024549942,0.0006529899,0.0013203135,0.002810643,0.003263103,0.0024802142,0.0020558499,0.0018111825,0.0010489568,36327_AV.wav,0
-490.58224,71.44639,52.017612,42.330395,37.327316,33.084892,29.10745,25.37342,21.943747,18.917503,16.04079,13.325,10.828859,1.0456735,0.4637347,-0.13120462,-0.08786508,-0.03376728,-0.030388713,-0.05243285,-0.07341781,-0.060690463,-0.03168349,-0.02246495,-0.01623754,-0.0014230963,0.10230778,0.17128052,0.023842983,-0.09747327,-0.063134335,-0.022997387,-0.0374805,-0.07143436,-0.049565822,-0.01944003,-0.012554742,-0.0076246974,0.007989435,36327_MV.wav,0
-400.79105,103.78668,53.46843,41.10171,35.967648,32.0318,27.966902,24.524715,21.61189,19.085545,16.523415,14.120075,11.938814,0.04443514,0.014483528,-0.019684201,-0.012998449,-0.0030013286,-0.00092104974,-0.0035284066,-0.00086937484,0.0036260153,0.00321376,0.00045973982,-0.00018821874,-0.00026520833,0.013080741,0.014635759,-0.00670371,-0.008349087,-0.0031211812,-0.0029144452,-0.005183792,-0.0046206936,-0.0018599993,-0.0008412345,-0.0015344669,-0.0014843526,-0.00075411086,36327_PV.wav,0
-457.73068,76.46674,51.927624,41.899704,36.217236,32.18432,28.52791,25.272417,22.373377,19.72049,17.177338,14.748854,12.45769,-0.03811071,-0.012436542,0.0137848435,0.012067801,0.0073606814,0.0033518057,0.0051702647,0.0057285205,0.0046106316,0.0023023332,0.0020757322,0.0031863498,0.002763281,-0.027050396,-0.00593585,0.0036914148,-0.0025265627,-0.0026074266,-0.003610425,-0.0019830978,-0.0006187893,-0.0009062101,-0.0012282592,-0.001453677,-0.0013904677,-0.0010631047,36327_TV.wav,0
-425.0525,101.06967,55.88737,43.13106,37.56658,33.11811,28.795462,24.95747,21.595236,18.642794,15.8228,13.200539,10.8166485,0.027917536,0.022866858,-0.009871306,-0.0026234263,-0.0033805007,-0.0038950162,-0.0005193047,0.0014060958,0.004379307,0.005093196,0.00497669,0.004519033,0.004016964,-0.02795972,-0.016852291,0.0031788675,0.010639017,0.008990419,0.00617964,0.005598482,0.0026559068,0.0010306047,-0.0010142756,-0.0015508723,-0.0018542001,-0.0028075501,38337_AV.wav,0
-436.777,85.58604,54.254765,43.609814,37.761013,33.10084,29.057203,25.313917,21.929733,18.831762,15.920648,13.233858,10.734842,0.028418977,0.023288835,-0.0064691133,-0.0145405,-0.0060025505,-0.004471912,-0.006887405,-0.0071339887,-0.0035077871,-0.0013454473,-0.0025810432,-0.0026490912,-0.00048592518,0.013619478,0.009398967,-0.008668846,-0.006778584,-0.00014816658,0.0005825217,-0.0017512781,-0.0026487592,-0.00096212636,-0.0003046117,-0.0019315403,-0.0023906606,-0.001174422,38337_MV.wav,0
-430.759,88.39354,54.362762,41.764217,36.08331,32.2115,28.45069,25.07248,22.214767,19.654268,17.127363,14.723517,12.458443,0.10457912,0.06330949,-0.0097945025,-0.010582031,0.003077456,0.0025007096,-0.0043300292,-0.0052606002,2.6420174e-05,0.0027108907,-0.0003405864,-0.0024377005,-0.00032926776,-0.012009124,-0.019600352,-0.014226805,-0.004542408,-0.0048632394,-0.0041926345,-0.002237817,-0.0011715956,-0.0008608856,-0.002316596,-0.0016880815,0.0013100645,0.0022997423,39043_AV.wav,0
-497.7934,48.251114,41.200237,36.717514,33.53823,30.579336,27.663742,24.77154,21.935305,19.187561,16.517414,13.945053,11.50846,0.09372578,0.048147526,0.00011355701,-0.0062122587,-0.0050115,-0.0026524935,-0.0051348377,-0.00746637,-0.0063237413,-0.004667628,-0.0059591103,-0.0062281475,-0.0033153407,-0.041343346,-0.011791749,0.00034313326,-0.0020444077,-0.00080639333,-0.0018313294,-0.00092284154,0.0007901034,0.0018702159,0.0020689522,0.00192539,0.0014675163,0.0010721018,39043_MV.wav,0
-480.86356,59.639626,45.941437,39.720192,35.7238,32.0841,28.614706,25.270407,22.129505,19.189394,16.373991,13.722851,11.260376,0.18228917,0.117375076,0.012634124,-0.005520678,-0.0016540714,-0.0014428473,-0.008849601,-0.012771902,-0.010373085,-0.0057434235,-0.0049617845,-0.0032282262,0.0020507048,-0.08838039,-0.04370427,-0.008935159,-0.0015821873,0.004803158,0.002260131,0.0039272467,0.0078087356,0.009210531,0.0075557954,0.0051365537,0.0031608832,0.0015355973,39043_PV.wav,0
-474.98267,59.664524,43.76175,37.544743,33.811012,30.499228,27.38515,24.493874,21.860943,19.379688,16.943466,14.646555,12.491472,0.21342133,0.12743182,-0.026142137,-0.044648737,-0.021675382,-0.015110927,-0.024963599,-0.030690594,-0.023222495,-0.015673293,-0.019471474,-0.020534506,-0.012964868,-0.032070972,-0.013014796,-0.013117957,-0.002463287,0.0070359837,-0.0012700026,-0.0016881046,0.001748854,0.00323095,0.0020094872,8.209817e-06,0.00018127955,-0.00020101243,39043_TV.wav,0
-429.68344,91.940155,51.274925,38.549614,34.013134,30.294462,26.904205,23.952772,21.446516,19.25638,17.120338,15.102177,13.214955,0.16685444,0.06065117,-0.03186808,-0.014379926,-0.0060874964,-0.005229843,-0.010657473,-0.01121095,-0.0062062144,-0.003219536,-0.0049069757,-0.0040946836,-0.0016784411,-0.017093446,-0.000843825,-0.008348978,-0.0051486623,0.0027376565,0.000991241,-3.54524e-05,0.00058208796,0.0029713856,0.0020600832,0.0003054744,0.001463052,0.0034045053,39403_AV.wav,0
-461.80927,69.83782,48.569653,39.54801,34.48744,30.734684,27.256964,24.209846,21.513397,19.093288,16.769285,14.582295,12.561273,0.054723598,0.035558555,0.00052818866,-0.0030426509,-0.00048724865,0.0018334289,0.00082674215,0.00024311666,0.0001285438,0.00014775296,-9.928997e-05,-0.0003562301,-0.00015618763,-0.037825346,-0.020028673,-0.004337272,-0.008527874,-0.0068648946,-0.005259387,-0.004050177,-0.003725799,-0.002882053,-0.0019807278,-0.0012564015,-0.00054225203,0.00040064778,39403_MV.wav,0
